words@aml1970m	@aml1970m	90.134	90.346	узнал
words@aml1970m	@aml1970m	90.346	90.558	/
words@aml1970m	@aml1970m	90.558	90.77	практически
words@aml1970m	@aml1970m	90.77	90.982	/
words@aml1970m	@aml1970m	90.982	91.194	/
words@aml1970m	@aml1970m	91.194	91.406	сегодня
words@aml1970m	@aml1970m	91.406	91.63	/
words@aml1970m	@aml1970m	92.325	92.55	аа
words@aml1970m	@aml1970m	92.55	92.775	/
words@aml1970m	@aml1970m	92.775	93.0	с
words@aml1970m	@aml1970m	93.0	93.225	одной
words@aml1970m	@aml1970m	93.225	93.45	стороны
words@aml1970m	@aml1970m	93.45	93.675	/
words@aml1970m	@aml1970m	93.675	93.905	/
words@aml1970m	@aml1970m	95.08	95.384	а
words@aml1970m	@aml1970m	95.384	95.688	с
words@aml1970m	@aml1970m	95.688	95.992	другой
words@aml1970m	@aml1970m	95.992	96.296	стороны
words@aml1970m	@aml1970m	96.296	96.6	сегодняшний
words@aml1970m	@aml1970m	96.6	96.904	я
words@aml1970m	@aml1970m	96.904	97.208	послушал
words@aml1970m	@aml1970m	97.208	97.512	вот
words@aml1970m	@aml1970m	97.512	97.82	/
words@aml1970m	@aml1970m	97.955	98.435	ээ
words@aml1970m	@aml1970m	98.435	98.915	/
words@aml1970m	@aml1970m	99.0	99.295	контингент
words@aml1970m	@aml1970m	99.295	99.59	намного
words@aml1970m	@aml1970m	99.59	99.885	сильнее
words@aml1970m	@aml1970m	99.885	100.18	чем
words@aml1970m	@aml1970m	100.18	100.475	в
words@aml1970m	@aml1970m	100.475	100.77	прошлый
words@aml1970m	@aml1970m	100.77	101.065	фестиваль
words@aml1970m	@aml1970m	101.065	101.36	/
words@aml1970m	@aml1970m	101.36	101.66	/
words@aml1970m	@aml1970m	102.355	102.617	сегодня
words@aml1970m	@aml1970m	102.617	102.879	будет
words@aml1970m	@aml1970m	102.879	103.141	интереснее
words@aml1970m	@aml1970m	103.141	103.403	я
words@aml1970m	@aml1970m	103.403	103.665	думаю
words@aml1970m	@aml1970m	103.665	103.927	/
words@aml1970m	@aml1970m	103.927	104.195	/
words@aml1970m	@aml1970m	105.92	106.28	конечно
words@aml1970m	@aml1970m	106.28	106.64	/
words@aml1970m	@aml1970m	107.245	107.505	конечно
words@aml1970m	@aml1970m	107.505	107.765	/
words@aml1970m	@aml1970m	107.765	108.025	/
words@aml1970m	@aml1970m	108.36	108.62	да
words@aml1970m	@aml1970m	108.62	108.88	солнце
words@aml1970m	@aml1970m	108.88	109.14	/
words@aml1970m	@aml1970m	109.14	109.4	/
words@aml1970m	@aml1970m	110.345	110.431	вот
words@aml1970m	@aml1970m	110.431	110.517	/
words@aml1970m	@aml1970m	110.517	110.605	/
words@aml1970m	@aml1970m	111.135	111.328	спасибо
words@aml1970m	@aml1970m	111.328	111.521	/
words@aml1970m	@aml1970m	111.521	111.715	/
words@aml1970m	@aml1970m	112.38	112.785	есть
words@aml1970m	@aml1970m	112.785	113.19	/
words@aml1970m	@aml1970m	113.19	113.595	одна
words@aml1970m	@aml1970m	113.595	114.0	две
words@aml1970m	@aml1970m	114.375	114.741	стихи
words@aml1970m	@aml1970m	114.741	115.107	/
words@aml1970m	@aml1970m	115.107	115.475	мм
words@aml1970m	@aml1970m	115.79	116.135	эпиграфы
words@aml1970m	@aml1970m	116.135	116.48	/
words@aml1970m	@aml1970m	116.48	116.825	к
words@aml1970m	@aml1970m	116.825	117.17	песням
words@aml1970m	@aml1970m	137.57	137.922	нет
words@aml1970m	@aml1970m	137.922	138.274	/
words@aml1970m	@aml1970m	138.274	138.626	на
words@aml1970m	@aml1970m	138.626	138.978	последнем
words@aml1970m	@aml1970m	138.978	139.33	концерте
words@aml1970m	@aml1970m	139.33	139.682	я
words@aml1970m	@aml1970m	139.682	140.034	абсолютно
words@aml1970m	@aml1970m	140.034	140.386	не
words@aml1970m	@aml1970m	140.386	140.738	волновался
words@aml1970m	@aml1970m	140.738	141.09	/
words@aml1970m	@aml1970m	141.315	141.56	у
words@aml1970m	@aml1970m	141.56	141.805	меня
words@aml1970m	@aml1970m	141.805	142.05	просто
words@aml1970m	@aml1970m	142.05	142.295	не
words@aml1970m	@aml1970m	142.295	142.54	было
words@aml1970m	@aml1970m	142.54	142.785	сил
words@aml1970m	@aml1970m	142.785	143.035	/
words@aml1970m	@aml1970m	143.36	143.611	и
words@aml1970m	@aml1970m	143.611	143.862	я
words@aml1970m	@aml1970m	143.862	144.113	вообще
words@aml1970m	@aml1970m	144.113	144.364	ничего
words@aml1970m	@aml1970m	144.364	144.615	не
words@aml1970m	@aml1970m	144.615	144.866	помню
words@aml1970m	@aml1970m	144.866	145.12	/
words@aml1970m	@aml1970m	145.445	145.722	с
words@aml1970m	@aml1970m	145.722	145.999	этого
words@aml1970m	@aml1970m	145.999	146.276	фестиваля
words@aml1970m	@aml1970m	146.276	146.553	/
words@aml1970m	@aml1970m	146.553	146.83	я
words@aml1970m	@aml1970m	146.83	147.107	помню
words@aml1970m	@aml1970m	147.107	147.384	только
words@aml1970m	@aml1970m	147.384	147.661	урывками
words@aml1970m	@aml1970m	147.661	147.945	/
words@aml1970m	@aml1970m	148.22	148.456	эпизодами
words@aml1970m	@aml1970m	148.456	148.692	/
words@aml1970m	@aml1970m	148.692	148.928	иногда
words@aml1970m	@aml1970m	148.928	149.164	лица
words@aml1970m	@aml1970m	149.164	149.4	/
words@aml1970m	@aml1970m	149.4	149.64	/
words@aml1970m	@aml1970m	152.335	152.665	с
words@aml1970m	@aml1970m	152.665	152.995	аперитивом
words@aml1970m	@aml1970m	152.995	153.325	/
words@aml1970m	@aml1970m	153.325	153.655	/
words@aml1970m	@aml1970m	157.18	157.291	ну
words@aml1970m	@aml1970m	157.291	157.402	/
words@aml1970m	@aml1970m	157.402	157.513	так
words@aml1970m	@aml1970m	157.513	157.624	и
words@aml1970m	@aml1970m	157.624	157.735	было
words@aml1970m	@aml1970m	157.735	157.846	/
words@aml1970m	@aml1970m	157.846	157.96	/
words@aml1970m	@aml1970m	160.465	160.723	сегодня
words@aml1970m	@aml1970m	160.723	160.981	я
words@aml1970m	@aml1970m	160.981	161.239	трезвый
words@aml1970m	@aml1970m	161.239	161.497	/
words@aml1970m	@aml1970m	161.497	161.755	я
words@aml1970m	@aml1970m	161.755	162.013	этого
words@aml1970m	@aml1970m	162.013	162.271	не
words@aml1970m	@aml1970m	162.271	162.529	хочу
words@aml1970m	@aml1970m	162.529	162.787	вот
words@aml1970m	@aml1970m	162.787	163.045	такого
words@aml1970m	@aml1970m	163.045	163.303	повторения
words@aml1970m	@aml1970m	163.303	163.561	поэтому
words@aml1970m	@aml1970m	163.561	163.819	я
words@aml1970m	@aml1970m	163.819	164.077	держусь
words@aml1970m	@aml1970m	164.077	164.345	щас
words@aml1970m	@aml1970m	167.15	167.295	вам
words@aml1970m	@aml1970m	167.295	167.44	тоже
words@aml1970m	@aml1970m	167.44	167.585	/
words@aml1970m	@aml1970m	167.585	167.73	/
words@aml1970m	@aml1970m	168.61	168.878	вам
words@aml1970m	@aml1970m	168.878	169.146	тоже
words@aml1970m	@aml1970m	169.146	169.414	победить
words@aml1970m	@aml1970m	169.414	169.682	/
words@aml1970m	@aml1970m	169.682	169.95	/
words@aml1970m	@aml1970m	172.685	172.825	вам
words@aml1970m	@aml1970m	172.825	172.965	тоже
words@aml1970m	@aml1970m	172.965	173.105	/
words@aml1970m	@aml1970m	173.105	173.245	/
words@aml1970m	@aml1970m	174.99	175.209	ээ
words@aml1970m	@aml1970m	175.209	175.428	/
words@aml1970m	@aml1970m	175.428	175.647	кстати
words@aml1970m	@aml1970m	175.647	175.866	это
words@aml1970m	@aml1970m	175.866	176.085	не
words@aml1970m	@aml1970m	176.085	176.304	мой
words@aml1970m	@aml1970m	176.304	176.523	арбуз
words@aml1970m	@aml1970m	176.523	176.742	/
words@aml1970m	@aml1970m	176.742	176.961	это
words@aml1970m	@aml1970m	176.961	177.18	мне
words@aml1970m	@aml1970m	177.18	177.399	дали
words@aml1970m	@aml1970m	177.399	177.618	в
words@aml1970m	@aml1970m	177.618	177.837	залог
words@aml1970m	@aml1970m	177.837	178.056	что
words@aml1970m	@aml1970m	178.056	178.275	я
words@aml1970m	@aml1970m	178.275	178.494	должен
words@aml1970m	@aml1970m	178.494	178.713	прийти
words@aml1970m	@aml1970m	178.713	178.932	сегодня
words@aml1970m	@aml1970m	178.932	179.151	в
words@aml1970m	@aml1970m	179.151	179.37	Лебединское
words@aml1970m	@aml1970m	179.37	179.59	/
words@aml1970m	@aml1970m	179.795	179.922	вот
words@aml1970m	@aml1970m	179.922	180.049	/
words@aml1970m	@aml1970m	180.049	180.176	/
words@aml1970m	@aml1970m	180.176	180.303	там
words@aml1970m	@aml1970m	180.303	180.43	меня
words@aml1970m	@aml1970m	180.43	180.557	ждут
words@aml1970m	@aml1970m	180.557	180.684	щас
words@aml1970m	@aml1970m	180.684	180.815	/
words@aml1970m	@aml1970m	181.415	181.677	мне
words@aml1970m	@aml1970m	181.677	181.939	сказали
words@aml1970m	@aml1970m	181.939	182.201	на
words@aml1970m	@aml1970m	182.201	182.463	и
words@aml1970m	@aml1970m	182.463	182.725	обязательно
words@aml1970m	@aml1970m	182.725	182.987	его
words@aml1970m	@aml1970m	182.987	183.249	принеси
words@aml1970m	@aml1970m	183.249	183.511	/
words@aml1970m	@aml1970m	183.511	183.775	/
words@aml1970m	@aml1970m	184.54	184.77	в
words@aml1970m	@aml1970m	184.77	185.0	залог
words@aml1970m	@aml1970m	185.0	185.23	/
words@aml1970m	@aml1970m	185.23	185.46	/
words@aml1970m	@aml1970m	190.27	190.54	очень
words@aml1970m	@aml1970m	190.54	190.81	здоровски
words@aml1970m	@aml1970m	190.81	191.08	/
words@aml1970m	@aml1970m	191.08	191.35	/
words@aml1970m	@aml1970m	191.35	191.62	насколько
words@aml1970m	@aml1970m	191.62	191.89	я
words@aml1970m	@aml1970m	191.89	192.16	понимаю
words@aml1970m	@aml1970m	192.16	192.43	это
words@aml1970m	@aml1970m	192.43	192.7	два
words@aml1970m	@aml1970m	192.7	192.97	фестиваля
words@aml1970m	@aml1970m	192.97	193.24	это
words@aml1970m	@aml1970m	193.24	193.51	Врушинский
words@aml1970m	@aml1970m	193.51	193.78	и
words@aml1970m	@aml1970m	193.78	194.05	Оскольский
words@aml1970m	@aml1970m	194.05	194.32	на
words@aml1970m	@aml1970m	194.32	194.59	сегодняшний
words@aml1970m	@aml1970m	194.59	194.86	/
words@aml1970m	@aml1970m	194.86	195.13	/
words@aml1970m	@aml1970m	195.885	196.131	на
words@aml1970m	@aml1970m	196.131	196.377	Врушинский
words@aml1970m	@aml1970m	196.377	196.623	я
words@aml1970m	@aml1970m	196.623	196.869	ещё
words@aml1970m	@aml1970m	196.869	197.115	ни
words@aml1970m	@aml1970m	197.115	197.361	разу
words@aml1970m	@aml1970m	197.361	197.607	не
words@aml1970m	@aml1970m	197.607	197.853	ездил
words@aml1970m	@aml1970m	197.853	198.105	/
words@aml1970m	@aml1970m	199.94	200.201	вообще
words@aml1970m	@aml1970m	200.201	200.462	в
words@aml1970m	@aml1970m	200.462	200.723	России
words@aml1970m	@aml1970m	200.723	200.984	очень
words@aml1970m	@aml1970m	200.984	201.245	трудно
words@aml1970m	@aml1970m	201.245	201.506	/
words@aml1970m	@aml1970m	201.506	201.767	я
words@aml1970m	@aml1970m	201.767	202.028	с
words@aml1970m	@aml1970m	202.028	202.289	Украины
words@aml1970m	@aml1970m	202.289	202.55	денег
words@aml1970m	@aml1970m	202.55	202.811	нету
words@aml1970m	@aml1970m	202.811	203.072	таких
words@aml1970m	@aml1970m	203.072	203.34	/
words@aml1970m	@aml1970m	203.8	204.024	И
words@aml1970m	@aml1970m	204.024	204.248	у
words@aml1970m	@aml1970m	204.248	204.472	вас
words@aml1970m	@aml1970m	204.472	204.696	всё
words@aml1970m	@aml1970m	204.696	204.92	очень
words@aml1970m	@aml1970m	204.92	205.144	дорого
words@aml1970m	@aml1970m	205.144	205.368	поэтому
words@aml1970m	@aml1970m	205.368	205.592	/
words@aml1970m	@aml1970m	205.592	205.816	с
words@aml1970m	@aml1970m	205.816	206.04	нашим
words@aml1970m	@aml1970m	206.04	206.264	даже
words@aml1970m	@aml1970m	206.264	206.488	если
words@aml1970m	@aml1970m	206.488	206.712	получится
words@aml1970m	@aml1970m	206.712	206.936	удрать
words@aml1970m	@aml1970m	206.936	207.16	/
words@aml1970m	@aml1970m	214.635	214.808	спасибо
words@aml1970m	@aml1970m	214.808	214.981	/
words@aml1970m	@aml1970m	214.981	215.155	/
words@aml1970m	@aml1970m	215.54	218.64	#нрзб#
words@aml1970m	@aml1970m	220.48	220.65	спасибо
words@aml1970m	@aml1970m	220.65	220.82	/
words@aml1970m	@aml1970m	220.82	220.99	вам
words@aml1970m	@aml1970m	220.99	221.16	также
words@aml1970m	@aml1970m	221.16	221.33	/
words@aml1970m	@aml1970m	221.33	221.5	/
words@aml1970m	@aml1970m	221.65	224.69	#нрзб#
text@e1972f	@e1972f	0.34	2.72	кстати / представляю вам Вениамина Дыркина /
text@e1972f	@e1972f	3.02	5.74	ээ / лауреата / прошлого фестиваля / да //
text@e1972f	@e1972f	6.06	6.62	ээ /
text@e1972f	@e1972f	7.02	10.76	я хотела сказать и вообще спросить у тебя / что / для тебя Оскольская Лира /
text@e1972f	@e1972f	11.115	14.415	ээ / шестая Оскольская Лира / в своём роде стала звёздной /
text@e1972f	@e1972f	14.73	16.55	так ли это // сам ты считаешь / да ? //
text@e1972f	@e1972f	46.45	48.57	ээ / лёгкая была ли победа ? //
text@e1972f	@e1972f	50.015	51.375	ээ / это зависело /
text@e1972f	@e1972f	51.84	52.8	только от тебя ? //
text@e1972f	@e1972f	60.31	64.27	кстати / а / сегодняшние погодне... ные условия могут повлиять /
text@e1972f	@e1972f	64.705	66.125	каким-то образом /
text@e1972f	@e1972f	66.65	68.43	на твою сегодняшнюю борьбу ? //
text@e1972f	@e1972f	70.94	85.78	хотя Вениамин я думаю что тебе уже / возможно бороться / не придётся / поскольку ты уже принят / ээ / оо / общепринят / все тебя любят и уважают и / ээ / вот первый день это пятница / ээ/ мм / было / ребята просто ходили постоянно спрашивали / а Вениамин приехал ? //
text@e1972f	@e1972f	104.18	105.92	ну у тебя есть какие-то новые вещи ? //
text@e1972f	@e1972f	117.675	121.615	Вениамин / я вот / смотрела когда тебя / эээ / в видеозаписи /
text@e1972f	@e1972f	122.05	128.45	эээ / заметила что ты очень волновался когда пел песню уже / ээ / на заключительном концерте / хотя / глядя на тебя /
text@e1972f	@e1972f	129.23	132.65	кажется / что ты держишься очень стойко мужественно и очень уверенно /
text@e1972f	@e1972f	132.95	137.31	аа / скажи правда / внутренние твои переживания / ээ / соответствуют ? //
text@e1972f	@e1972f	149.935	151.235	ой / ну с чем это связано ? //
text@e1972f	@e1972f	154.34	156.66	с этим мы не будем разглашать эту тайну / да //
text@e1972f	@e1972f	159.815	160.435	нуу //
text@e1972f	@e1972f	164.74	167.14	Вениамин / мы желаем тебе сегодня просто /
text@e1972f	@e1972f	167.675	168.415	победить //
text@e1972f	@e1972f	170.055	174.875	ээ / и выглядеть / очень чудесно и превосходно / для этого тебе нужно съесть весь этот арбуз //
text@e1972f	@e1972f	185.99	189.57	и ещё последний вопрос / вообще как для тебя Оскольская Лира ? //
text@e1972f	@e1972f	207.885	210.585	ну ты не расстраивайся // победят наши песни /
text@e1972f	@e1972f	210.75	213.05	встречи / со знакомыми с друзьями
text@e1972f	@e1972f	213.17	214.17	всего тебе доброго //
text@e1972f	@e1972f	219.1	220.4	желаем тебе Вениамин удачи //
text@e1972f	@e1972f	224.99	226.29	передача живым рядом /
